"STATION","DATE","REPORT_TYPE","SOURCE","AWND","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupElevationUnit","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","CDSD","CLDD","DSNW","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","HDSD","HTDD","HeavyFog","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySeaLevelPressure","HourlySkyConditions","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","REM","REPORT_TYPE","SOURCE","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","Sunrise","Sunset","TStorms","WindEquipmentChangeDate"
"72243012960","2019-09-16T00:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71","76",,,"-0.01","3","85","29.98",,"29.86","9.94","73","350",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08072243 32966 43503 10244 20217 30112 40154 53002 90553 333 10300 20239 555 91606=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-06-11"
"72243012960","2019-09-16T00:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.99","71","76","0.00",,,,"85","29.99","FEW:02 120 FEW:02 250","29.88","10.00","73","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10709/16/19 00:53:02 METAR KIAH 160653Z 00000KT 10SM FEW120 FEW250 24/22 A2999 RMK AO2 SLP155 T02440217 $ (GA)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-06-11"
"72243012960","2019-09-16T01:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.99","71","76","0.00",,,,"85","29.98","SCT:04 120 SCT:04 250","29.88","10.00","73","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10709/16/19 01:53:02 METAR KIAH 160753Z 00000KT 10SM SCT120 SCT250 24/22 A2999 RMK AO2 SLP153 T02440217 $ (GA)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-06-11"
"72243012960","2019-09-16T02:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.98","71","75","0.00",,"+0.01","8","88","29.98","SCT:04 250","29.87","10.00","72","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10609/16/19 02:53:02 METAR KIAH 160853Z 00000KT 10SM SCT250 24/22 A2998 RMK AO2 SLP152 T02390217 58002 $ (GA)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-06-11"
"72243012960","2019-09-16T03:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.98","71","75","0.00",,,,"88","29.97","SCT:04 250","29.87","10.00","72","330",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10009/16/19 03:53:02 METAR KIAH 160953Z 33003KT 10SM SCT250 24/22 A2998 RMK AO2 SLP150 T02390217 $ (GA)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-06-11"
"72243012960","2019-09-16T04:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.98","71","76","0.00",,,,"85","29.98","FEW:02 250","29.87","10.00","73","350",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10009/16/19 04:53:02 METAR KIAH 161053Z 35003KT 10SM FEW250 24/22 A2998 RMK AO2 SLP151 T02440217 $ (GA)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-06-11"
"72243012960","2019-09-16T05:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.99","71","76","0.00",,"-0.00","3","85","29.98","FEW:02 250","29.88","10.00","73","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11809/16/19 05:53:02 METAR KIAH 161153Z 00000KT 10SM FEW250 24/22 A2999 RMK AO2 SLP152 T02440217 10256 20239 53000 $ (GA)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-06-11"
"72243012960","2019-09-16T06:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71","76",,,,,"85","29.98",,"29.86","9.94","73","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08072243 32966 20000 10244 20217 30112 40152 53000 91153 333 10356 20239 555 91612=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-06-11"
"72243012960","2019-09-16T06:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.99","72","78","0.00",,,,"82","29.98","FEW:02 250","29.88","10.00","74","VRB",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09909/16/19 06:53:02 METAR KIAH 161253Z VRB05KT 10SM FEW250 26/22 A2999 RMK AO2 SLP154 T02560222 (JAG)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-06-11"
"72243012960","2019-09-16T07:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.00","73","82","0.00",,,,"74","29.99","FEW:02 250","29.89","10.00","76","020",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09909/16/19 07:53:02 METAR KIAH 161353Z 02007KT 10SM FEW250 28/23 A3000 RMK AO2 SLP157 T02780228 (JAG)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-06-11"
"72243012960","2019-09-16T08:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.01","73","87","0.00",,"-0.02","3","63","30.00","FEW:02 25 FEW:02 250","29.90","10.00","77","030",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11209/16/19 08:53:02 METAR KIAH 161453Z 03010KT 10SM FEW025 FEW250 31/23 A3001 RMK AO2 SLP159 T03060228 53007 (JAG)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-06-11"
"72243012960","2019-09-16T09:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.00","70","90","0.00",,,,"52","30.00","FEW:02 38 SCT:04 250","29.89","10.00","76","070","24","15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10909/16/19 09:53:02 METAR KIAH 161553Z 07013G21KT 10SM FEW038 SCT250 32/21 A3000 RMK AO2 SLP158 T03220211 (JAG)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-06-11"
"72243012960","2019-09-16T10:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.99","69","91","0.00",,,,"49","29.98","SCT:04 44 BKN:07 250","29.88","10.00","76","070",,"16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10609/16/19 10:53:02 METAR KIAH 161653Z 07014KT 10SM SCT044 BKN250 33/21 A2999 RMK AO2 SLP154 T03280206 (JAG)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-06-11"
"72243012960","2019-09-16T11:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.97","68","93","0.00",,"+0.03","8","44","29.97","SCT:04 48 SCT:04 75 BKN:07 250","29.86","10.00","76","070",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET13109/16/19 11:53:02 METAR KIAH 161753Z 07012KT 10SM SCT048 SCT075 BKN250 34/20 A2997 RMK AO2 SLP148 T03390200 10339 20239 58011 (JAG)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-06-11"
"72243012960","2019-09-16T12:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68","93",,,"+0.03","8","44","29.97","41","29.84","9.94","76","070",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08072243 32666 60712 10339 20200 30105 40148 58011 91753 333 10339 20239 555 91618=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-06-11"
"72243012960","2019-09-16T12:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.95","68","94","0.00",,,,"43","29.94","FEW:02 48 SCT:04 75 BKN:07 250","29.84","10.00","76","070","22","14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET13209/16/19 12:53:02 METAR KIAH 161853Z 07012G19KT 10SM FEW048 SCT075 BKN250 34/20 A2995 RMK AO2 SLP139 SHRA DSNT SE-SW T03440200 (JAG)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-06-11"
"72243012960","2019-09-16T13:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.91","71","91","0.00",,,,"52","29.91","SCT:04 55 SCT:04 75 BKN:07 100","29.80","10.00","77","150",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12809/16/19 13:53:02 METAR KIAH 161953Z 15012KT 10SM SCT055 SCT075 BKN100 33/22 A2991 RMK AO2 SLP128 SHRA DSNT S-SW T03280217 (JAG)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-06-11"
"72243012960","2019-09-16T14:08:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.90","71","92",,,,,"51",,"SCT:04 55 SCT:04 75 BKN:07 100","29.79","10.00","77","150",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET14409/16/19 14:08:02 SPECI KIAH 162008Z 15012KT 10SM SCT055 SCT075 BKN100 33/22 A2990 RMK AO2 WSHFT 1944 LTG DSNT SE SHRA DSNT S-SW T03330217 (JAG)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-06-11"
"72243012960","2019-09-16T14:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.92","74","81","T","|RA |RA","+0.05","5","79","29.92","SCT:04 50 SCT:04 75 BKN:07 95","29.81","7.00","76","130","34","25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET17009/16/19 14:53:02 METAR KIAH 162053Z 13022G30KT 7SM RA SCT050 SCT075 BKN095 27/23 A2992 RMK AO2 PK WND 11030/2050 WSHFT 1944 RAB50 SLP131 P0000 60000 T02720233 55018 (MS)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-06-11"
"72243012960","2019-09-16T15:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.93","74","83","T",,,,"74","29.93","FEW:02 50 FEW:02 70 SCT:04 110","29.82","10.00","77","090","29","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12709/16/19 15:53:02 METAR KIAH 162153Z 09019G25KT 10SM FEW050 FEW070 SCT110 28/23 A2993 RMK AO2 RAE46 SLP135 P0000 T02830233 (MS)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-06-11"
"72243012960","2019-09-16T16:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.93","73","79","T","|RA |RA",,,"82","29.93","FEW:02 19 SCT:04 45 SCT:04 75","29.82","10.00","75","070","23","13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET13109/16/19 16:53:02 METAR KIAH 162253Z 07011G20KT 10SM -RA FEW019 SCT045 SCT075 26/23 A2993 RMK AO2 RAB27 SLP134 P0000 T02610228 (MS)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-06-11"
"72243012960","2019-09-16T17:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.92","72","79","T",,"+0.01","8","79","29.91","FEW:02 18 FEW:02 75 BKN:07 150","29.81","10.00","74","090",,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET14809/16/19 17:53:02 METAR KIAH 162353Z 09011KT 10SM FEW018 FEW075 BKN150 26/22 A2992 RMK AO2 RAE07 SLP130 P0000 60000 T02610222 10344 20261 58002 (MS)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-06-11"
"72243012960","2019-09-16T18:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72","79",,,"+0.01","8","79","29.91","15","29.79","9.94","74","090",,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08672243 12466 60911 10261 20222 30088 40130 58002 69901 92353 333 10344 20239 555 91700=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-06-11"
"72243012960","2019-09-16T18:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.92","71","78","0.00",,,,"79","29.92","FEW:02 17 FEW:02 75 SCT:04 150","29.81","10.00","73","090",,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10709/16/19 18:53:01 METAR KIAH 170053Z 09011KT 10SM FEW017 FEW075 SCT150 26/22 A2992 RMK AO2 SLP133 T02560217","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-06-11"
"72243012960","2019-09-16T19:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.93","72","77","0.00",,,,"85","29.93","FEW:02 20 FEW:02 70 BKN:07 250","29.82","10.00","74","100",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10709/16/19 19:53:01 METAR KIAH 170153Z 10009KT 10SM FEW020 FEW070 BKN250 25/22 A2993 RMK AO2 SLP136 T02500222","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-06-11"
"72243012960","2019-09-16T20:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.94","73","77","0.00",,"-0.02","1","88","29.93","FEW:02 20 FEW:02 65 BKN:07 250","29.83","10.00","74","060",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11309/16/19 20:53:01 METAR KIAH 170253Z 06007KT 10SM FEW020 FEW065 BKN250 25/23 A2994 RMK AO2 SLP137 T02500228 51008","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-06-11"
"72243012960","2019-09-16T21:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.94","73","78","0.00",,,,"85","29.93","FEW:02 20 BKN:07 250","29.83","10.00","75","030",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10209/16/19 21:53:01 METAR KIAH 170353Z 03006KT 10SM FEW020 BKN250 26/23 A2994 RMK AO2 SLP137 T02560228 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-06-11"
"72243012960","2019-09-16T22:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.93","73","76","0.00",,,,"91","29.92","FEW:02 20 SCT:04 250","29.82","10.00","74","020",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10209/16/19 22:53:01 METAR KIAH 170453Z 02004KT 10SM FEW020 SCT250 24/23 A2993 RMK AO2 SLP133 T02440228 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-06-11"
"72243012960","2019-09-16T23:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.92","73","75","0.00",,"+0.02","8","94","29.92","FEW:02 17 SCT:04 250","29.81","10.00","74","040",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET13009/16/19 23:53:01 METAR KIAH 170553Z 04005KT 10SM FEW017 SCT250 24/23 A2992 RMK AO2 SLP131 T02390228 10261 20239 403440239 58006 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-06-11"
"72243012960","2019-09-16T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,"85",,,"29.83",,"9.4","20","5.0","0","94","75","110","35","T","0","0.0","110","31","RA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD73924 HR PRECIPITATION (IN):    T SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 9424 HR MIN TEMP (F): 75AVERAGE STATION PRESSURE:29.830 MINIMUM SEA LEVEL PRESSURE:29.90 TIME OF OCCURRENCE:1441 PEAK WIND SPEED (MPH): 35 PEAK WIND DIR (DEG):110 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 31FASTEST 2MIN DIR (DEG):110 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 9.4 24 HR AVG TEMP (F): 85DEPART FROM NORMAL:  5  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS: 20 LATEST DAY MAX TEMP (0700-1900 LST):94  LATEST NIGHT MIN TEMP(1900-0800 LST):75 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 T    T    T    T    0.00 0.00 0.00 0.00 0.00 0.00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0606","1826",,"2009-06-11"
"72259003927","2019-09-16T00:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66","83",,,"-0.02","1","57","29.99",,"29.41","9.94","72","100",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08072259 32966 01004 10283 20189 39958 40156 51006 90553 333 10333 20250 555 91606=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-27"
"72259003927","2019-09-16T00:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.03","67","82","0.00",,,,"60","29.99","CLR:00","29.39","10.00","72","120",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09509/16/19 00:53:02 METAR KDFW 160653Z 12003KT 10SM CLR 28/19 A3003 RMK AO2 SLP157 T02780194 (PO)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-27"
"72259003927","2019-09-16T01:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.02","67","81","0.00",,,,"62","29.99","CLR:00","29.38","10.00","72","090",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09509/16/19 01:53:02 METAR KDFW 160753Z 09004KT 10SM CLR 27/19 A3002 RMK AO2 SLP156 T02720194 (PO)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-27"
"72259003927","2019-09-16T02:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.02","67","80","0.00",,"+0.00","8","64","29.99","CLR:00","29.38","10.00","71","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10109/16/19 02:53:02 METAR KDFW 160853Z 00000KT 10SM CLR 27/19 A3002 RMK AO2 SLP155 T02670194 58001 (PO)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-27"
"72259003927","2019-09-16T03:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"67","80",,,"+0.00","8","64","29.99",,"29.41","9.94","71","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN06472259 32966 00000 10267 20194 39958 40155 58001 90853 555 91609=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-27"
"72259003927","2019-09-16T03:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.02","67","79","0.00",,,,"67","29.98","CLR:00","29.38","10.00","71","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09509/16/19 03:53:02 METAR KDFW 160953Z 00000KT 10SM CLR 26/19 A3002 RMK AO2 SLP154 T02610194 (PO)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-27"
"72259003927","2019-09-16T04:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.02","66","79","0.00",,,,"65","29.99","CLR:00","29.38","10.00","70","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09509/16/19 04:53:02 METAR KDFW 161053Z 00000KT 10SM CLR 26/19 A3002 RMK AO2 SLP155 T02610189 (PO)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-27"
"72259003927","2019-09-16T05:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.03","67","78","0.00",,"-0.01","3","69","30.00","CLR:00","29.39","10.00","71","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11309/16/19 05:53:02 METAR KDFW 161153Z 00000KT 10SM CLR 26/19 A3003 RMK AO2 SLP159 T02560194 10283 20256 53002 (PO)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-27"
"72259003927","2019-09-16T06:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"67","78",,,"-0.01","3","69","30.00",,"29.41","9.94","71","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08072259 32966 00000 10256 20194 39961 40159 53002 91153 333 10367 20256 555 91612=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-27"
"72259003927","2019-09-16T06:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.04","67","78","0.00",,,,"69","30.01","FEW:02 300","29.40","10.00","71","080",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09809/16/19 06:53:02 METAR KDFW 161253Z 08003KT 10SM FEW300 26/19 A3004 RMK AO2 SLP162 T02560194 (NJ)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-27"
"72259003927","2019-09-16T07:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.05","68","83","0.00",,,,"61","30.02","FEW:02 300","29.41","10.00","73","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09809/16/19 07:53:02 METAR KDFW 161353Z 00000KT 10SM FEW300 28/20 A3005 RMK AO2 SLP165 T02830200 (NJ)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-27"
"72259003927","2019-09-16T08:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.05","68","86","0.00",,"-0.02","1","55","30.02","FEW:02 300","29.41","10.00","74","110",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10409/16/19 08:53:02 METAR KDFW 161453Z 11004KT 10SM FEW300 30/20 A3005 RMK AO2 SLP167 T03000200 51008 (NJ)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-27"
"72259003927","2019-09-16T09:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68","86",,,"-0.02","1","55","30.02",,"29.44","9.94","74","110",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN06472259 32966 21104 10300 20200 39968 40167 51008 91453 555 91615=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-27"
"72259003927","2019-09-16T09:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.06","68","89","0.00",,,,"50","30.02","FEW:02 10 FEW:02 150 SCT:04 300","29.42","10.00","75","VRB",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12409/16/19 09:53:02 METAR KDFW 161553Z VRB03KT 10SM FEW010 FEW150 SCT300 32/20 A3006 RMK AO2 SLP167 FU FEW010 E T03170200 (NJ)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-27"
