,datetime,usage
10179,20180720T20-05,68568
10180,20180720T19-05,71155
10181,20180720T18-05,72684
10182,20180720T17-05,72933
10183,20180720T16-05,72324
10184,20180720T15-05,71027
10185,20180720T14-05,68376
10186,20180720T13-05,64945
10187,20180720T12-05,60994
10188,20180720T11-05,56752
10189,20180720T10-05,52476
10190,20180720T09-05,48712
10191,20180720T08-05,46189
10192,20180720T07-05,45614
10193,20180720T06-05,44646
10194,20180720T05-05,44318
10195,20180720T04-05,44991
10196,20180720T03-05,46688
10197,20180720T02-05,49104
10198,20180720T01-05,52101
10199,20180720T00-05,56029
10200,20180719T23-05,60497
10201,20180719T22-05,64727
10202,20180719T21-05,67264
10203,20180719T20-05,70031
10204,20180719T19-05,72219
10205,20180719T18-05,73114
10206,20180719T17-05,73264
10207,20180719T16-05,72715
10208,20180719T15-05,71581
10209,20180719T14-05,68915
10210,20180719T13-05,65268
10211,20180719T12-05,61308
10212,20180719T11-05,57059
10213,20180719T10-05,52626
10214,20180719T09-05,49062
10215,20180719T08-05,46565
10216,20180719T07-05,45746
10217,20180719T06-05,44731
10218,20180719T05-05,44036
10219,20180719T04-05,44632
10220,20180719T03-05,46119
10221,20180719T02-05,48342
10222,20180719T01-05,51079
10223,20180719T00-05,54808
10224,20180718T23-05,59290
10225,20180718T22-05,63448
10226,20180718T21-05,66068
10227,20180718T20-05,68856
10228,20180718T19-05,71185
10229,20180718T18-05,72131
10230,20180718T17-05,72203
10231,20180718T16-05,71465
10232,20180718T15-05,69955
10233,20180718T14-05,67147
10234,20180718T13-05,63422
10235,20180718T12-05,59455
10236,20180718T11-05,55234
10237,20180718T10-05,50969
10238,20180718T09-05,47457
10239,20180718T08-05,45218
10240,20180718T07-05,44553
10241,20180718T06-05,43290
10242,20180718T05-05,42456
10243,20180718T04-05,42812
10244,20180718T03-05,44071
10245,20180718T02-05,46205
10246,20180718T01-05,48962
10247,20180718T00-05,52853
10248,20180717T23-05,57394
10249,20180717T22-05,61856
10250,20180717T21-05,64541
10251,20180717T20-05,67384
10252,20180717T19-05,69793
10253,20180717T18-05,70931
10254,20180717T17-05,70975
10255,20180717T16-05,70321
10256,20180717T15-05,68705
10257,20180717T14-05,65939
10258,20180717T13-05,62309
10259,20180717T12-05,58355
10260,20180717T11-05,54129
10261,20180717T10-05,49821
10262,20180717T09-05,46460
10263,20180717T08-05,44214
10264,20180717T07-05,43409
10265,20180717T06-05,42122
10266,20180717T05-05,41379
10267,20180717T04-05,41813
10268,20180717T03-05,43086
10269,20180717T02-05,45081
10270,20180717T01-05,47982
10271,20180717T00-05,51952
10272,20180716T23-05,56516
10273,20180716T22-05,60997
10274,20180716T21-05,63458
10275,20180716T20-05,66169
10276,20180716T19-05,68819
10277,20180716T18-05,70311
10278,20180716T17-05,70592
10279,20180716T16-05,69934
10280,20180716T15-05,68631
10281,20180716T14-05,66144
10282,20180716T13-05,62972
10283,20180716T12-05,59276
10284,20180716T11-05,55179
10285,20180716T10-05,50864
10286,20180716T09-05,47087
10287,20180716T08-05,44510
10288,20180716T07-05,43517
10289,20180716T06-05,42153
10290,20180716T05-05,41326
10291,20180716T04-05,41645
10292,20180716T03-05,42809
10293,20180716T02-05,44603
10294,20180716T01-05,47181
10295,20180716T00-05,50674
10296,20180715T23-05,54747
10297,20180715T22-05,58240
10298,20180715T21-05,60014
10299,20180715T20-05,62374
10300,20180715T19-05,64703
10301,20180715T18-05,65850
10302,20180715T17-05,65654
10303,20180715T16-05,64793
10304,20180715T15-05,63708
10305,20180715T14-05,61769
10306,20180715T13-05,59000
10307,20180715T12-05,55524
10308,20180715T11-05,51592
10309,20180715T10-05,47545
10310,20180715T09-05,43375
10311,20180715T08-05,40302
10312,20180715T07-05,39827
10313,20180715T06-05,40115
10314,20180715T05-05,40536
10315,20180715T04-05,41423
10316,20180715T03-05,42784
10317,20180715T02-05,44636
10318,20180715T01-05,47201
10319,20180715T00-05,50435
10320,20180714T23-05,53942
10321,20180714T22-05,57152
10322,20180714T21-05,58945
10323,20180714T20-05,61384
10324,20180714T19-05,63654
10325,20180714T18-05,65021
10326,20180714T17-05,65511
10327,20180714T16-05,65123
10328,20180714T15-05,63889
10329,20180714T14-05,61992
10330,20180714T13-05,59477
10331,20180714T12-05,56298
10332,20180714T11-05,52521
10333,20180714T10-05,48363
10334,20180714T09-05,44127
10335,20180714T08-05,40631
10336,20180714T07-05,39852
10337,20180714T06-05,39840
10338,20180714T05-05,39971
10339,20180714T04-05,40804
10340,20180714T03-05,42139
10341,20180714T02-05,44218
10342,20180714T01-05,46914
10343,20180714T00-05,50321
10344,20180713T23-05,53886
10345,20180713T22-05,57271
10346,20180713T21-05,59203
10347,20180713T20-05,61793
10348,20180713T19-05,64252
10349,20180713T18-05,65771
10350,20180713T17-05,65839
10351,20180713T16-05,65164
10352,20180713T15-05,64002
10353,20180713T14-05,62015
10354,20180713T13-05,59032
10355,20180713T12-05,55734
10356,20180713T11-05,51970
10357,20180713T10-05,47891
10358,20180713T09-05,44313
10359,20180713T08-05,41672
10360,20180713T07-05,40386
10361,20180713T06-05,38972
10362,20180713T05-05,38011
10363,20180713T04-05,38241
10364,20180713T03-05,39251
10365,20180713T02-05,40878
10366,20180713T01-05,43212
10367,20180713T00-05,46388
10368,20180712T23-05,50171
10369,20180712T22-05,53458
10370,20180712T21-05,55267
10371,20180712T20-05,57436
10372,20180712T19-05,60243
10373,20180712T18-05,62841
10374,20180712T17-05,64858
10375,20180712T16-05,65699
10376,20180712T15-05,65055
10377,20180712T14-05,63237
10378,20180712T13-05,60366
10379,20180712T12-05,56937
10380,20180712T11-05,53004
10381,20180712T10-05,49005
10382,20180712T09-05,45525
10383,20180712T08-05,42867
10384,20180712T07-05,41786
10385,20180712T06-05,40329
10386,20180712T05-05,39422
10387,20180712T04-05,39780
10388,20180712T03-05,41066
10389,20180712T02-05,43017
10390,20180712T01-05,45756
10391,20180712T00-05,49493
10392,20180711T23-05,53764
10393,20180711T22-05,57626
10394,20180711T21-05,59722
10395,20180711T20-05,62324
10396,20180711T19-05,64822
10397,20180711T18-05,66358
10398,20180711T17-05,66467
10399,20180711T16-05,65461
10400,20180711T15-05,64051
10401,20180711T14-05,61780
10402,20180711T13-05,58497
10403,20180711T12-05,54992
10404,20180711T11-05,51101
10405,20180711T10-05,47168
10406,20180711T09-05,43830
10407,20180711T08-05,41603
10408,20180711T07-05,40358
10409,20180711T06-05,38719
10410,20180711T05-05,37670
10411,20180711T04-05,37888
10412,20180711T03-05,38926
10413,20180711T02-05,40523
10414,20180711T01-05,42817
10415,20180711T00-05,46240
10416,20180710T23-05,50159
10417,20180710T22-05,53554
10418,20180710T21-05,54959
10419,20180710T20-05,56526
10420,20180710T19-05,58308
10421,20180710T18-05,59675
10422,20180710T17-05,60867
10423,20180710T16-05,61766
10424,20180710T15-05,61497
10425,20180710T14-05,60060
10426,20180710T13-05,57453
10427,20180710T12-05,54087
10428,20180710T11-05,50222
10429,20180710T10-05,46352
10430,20180710T09-05,43075
10431,20180710T08-05,40450
10432,20180710T07-05,39126
10433,20180710T06-05,37429
10434,20180710T05-05,36228
10435,20180710T04-05,36159
10436,20180710T03-05,37021
10437,20180710T02-05,38446
10438,20180710T01-05,40500
10439,20180710T00-05,43349
10440,20180709T23-05,47066
10441,20180709T22-05,50047
10442,20180709T21-05,50998
10443,20180709T20-05,52238
10444,20180709T19-05,53861
10445,20180709T18-05,54624
10446,20180709T17-05,54401
10447,20180709T16-05,54310
10448,20180709T15-05,54581
10449,20180709T14-05,54619
10450,20180709T13-05,53896
10451,20180709T12-05,52255
10452,20180709T11-05,49564
10453,20180709T10-05,46521
10454,20180709T09-05,43591
10455,20180709T08-05,41408
10456,20180709T07-05,40071
10457,20180709T06-05,38325
10458,20180709T05-05,36949
10459,20180709T04-05,36780
10460,20180709T03-05,37426
10461,20180709T02-05,38729
10462,20180709T01-05,40735
10463,20180709T00-05,43712
10464,20180708T23-05,47157
10465,20180708T22-05,49934
10466,20180708T21-05,50792
10467,20180708T20-05,52214
10468,20180708T19-05,53821
10469,20180708T18-05,54827
10470,20180708T17-05,55018
10471,20180708T16-05,54582
10472,20180708T15-05,53872
10473,20180708T14-05,52871
10474,20180708T13-05,51613
10475,20180708T12-05,49477
10476,20180708T11-05,46509
10477,20180708T10-05,42901
10478,20180708T09-05,39123
10479,20180708T08-05,36107
10480,20180708T07-05,35478
10481,20180708T06-05,35587
10482,20180708T05-05,35824
10483,20180708T04-05,36615
10484,20180708T03-05,37892
10485,20180708T02-05,39707
10486,20180708T01-05,41980
10487,20180708T00-05,44738
10488,20180707T23-05,47619
10489,20180707T22-05,50173
10490,20180707T21-05,51544
10491,20180707T20-05,53252
10492,20180707T19-05,55480
10493,20180707T18-05,57249
10494,20180707T17-05,58499
10495,20180707T16-05,58545
10496,20180707T15-05,57948
10497,20180707T14-05,56720
10498,20180707T13-05,54608
10499,20180707T12-05,51762
10500,20180707T11-05,48199
10501,20180707T10-05,44251
10502,20180707T09-05,40444
10503,20180707T08-05,37345
10504,20180707T07-05,36474
10505,20180707T06-05,36263
10506,20180707T05-05,36279
10507,20180707T04-05,36950
10508,20180707T03-05,38219
10509,20180707T02-05,39969
10510,20180707T01-05,42285
10511,20180707T00-05,45342
10512,20180706T23-05,48679
10513,20180706T22-05,51389
10514,20180706T21-05,52837
10515,20180706T20-05,54693
10516,20180706T19-05,57320
10517,20180706T18-05,59333
10518,20180706T17-05,61203
10519,20180706T16-05,62440
10520,20180706T15-05,62743
10521,20180706T14-05,61507
10522,20180706T13-05,59038
10523,20180706T12-05,55947
10524,20180706T11-05,52270
10525,20180706T10-05,48321
10526,20180706T09-05,44744
10527,20180706T08-05,41928
10528,20180706T07-05,40636
10529,20180706T06-05,39351
10530,20180706T05-05,38501
10531,20180706T04-05,38866
10532,20180706T03-05,40088
10533,20180706T02-05,41921
10534,20180706T01-05,44526
10535,20180706T00-05,47970
10536,20180705T23-05,51847
10537,20180705T22-05,55661
10538,20180705T21-05,57781
10539,20180705T20-05,59974
10540,20180705T19-05,62246
10541,20180705T18-05,63360
10542,20180705T17-05,63101
10543,20180705T16-05,62081
10544,20180705T15-05,60961
10545,20180705T14-05,59106
10546,20180705T13-05,56259
10547,20180705T12-05,52984
10548,20180705T11-05,49286
10549,20180705T10-05,45571
10550,20180705T09-05,42312
10551,20180705T08-05,39609
10552,20180705T07-05,38186
10553,20180705T06-05,36813
10554,20180705T05-05,35814
10555,20180705T04-05,35923
10556,20180705T03-05,36889
10557,20180705T02-05,38462
10558,20180705T01-05,40567
10559,20180705T00-05,43466
10560,20180704T23-05,46061
10561,20180704T22-05,48014
10562,20180704T21-05,49421
10563,20180704T20-05,51071
10564,20180704T19-05,52897
10565,20180704T18-05,54312
10566,20180704T17-05,55365
10567,20180704T16-05,55758
10568,20180704T15-05,55811
10569,20180704T14-05,55404
10570,20180704T13-05,53953
10571,20180704T12-05,51423
10572,20180704T11-05,48221
10573,20180704T10-05,44801
10574,20180704T09-05,41771
10575,20180704T08-05,39617
10576,20180704T07-05,39472
10577,20180704T06-05,39684
10578,20180704T05-05,39739
10579,20180704T04-05,40500
10580,20180704T03-05,42087
10581,20180704T02-05,44441
10582,20180704T01-05,47370
10583,20180704T00-05,50975
10584,20180703T23-05,55262
10585,20180703T22-05,59574
10586,20180703T21-05,62898
10587,20180703T20-05,66273
10588,20180703T19-05,68601
10589,20180703T18-05,69512
10590,20180703T17-05,69648
10591,20180703T16-05,69397
10592,20180703T15-05,68225
10593,20180703T14-05,65730
10594,20180703T13-05,62419
10595,20180703T12-05,58824
10596,20180703T11-05,54663
10597,20180703T10-05,50327
10598,20180703T09-05,46738
10599,20180703T08-05,43989
10600,20180703T07-05,42799
10601,20180703T06-05,41819
10602,20180703T05-05,41215
10603,20180703T04-05,41776
10604,20180703T03-05,43206
10605,20180703T02-05,45279
10606,20180703T01-05,48214
10607,20180703T00-05,52332
10608,20180702T23-05,56768
10609,20180702T22-05,61003
10610,20180702T21-05,63469
10611,20180702T20-05,66489
10612,20180702T19-05,68658
10613,20180702T18-05,69309
10614,20180702T17-05,69309
10615,20180702T16-05,68978
10616,20180702T15-05,67561
10617,20180702T14-05,64985
10618,20180702T13-05,61595
10619,20180702T12-05,57991
10620,20180702T11-05,54107
10621,20180702T10-05,50200
10622,20180702T09-05,46827
10623,20180702T08-05,43968
10624,20180702T07-05,42714
10625,20180702T06-05,41776
10626,20180702T05-05,41056
10627,20180702T04-05,41443
10628,20180702T03-05,42514
10629,20180702T02-05,44320
10630,20180702T01-05,46784
10631,20180701T00-05,51044
10632,20180630T23-05,54395
10633,20180630T22-05,57300
10634,20180630T21-05,59160
10635,20180630T20-05,61798
10636,20180630T19-05,64258
10637,20180630T18-05,65470
10638,20180630T17-05,65558
10639,20180630T16-05,64846
10640,20180630T15-05,63327
10641,20180630T14-05,61123
10642,20180630T13-05,58540
10643,20180630T12-05,55351
10644,20180630T11-05,51741
10645,20180630T10-05,48009
10646,20180630T09-05,43939
10647,20180630T08-05,40827
10648,20180630T07-05,40047
10649,20180630T06-05,40166
10650,20180630T05-05,40536
10651,20180630T04-05,41466
10652,20180630T03-05,42954
10653,20180630T02-05,45382
10654,20180630T01-05,48383
10655,20180630T00-05,52233
10656,20180629T23-05,55727
10657,20180629T22-05,58995
10658,20180629T21-05,60748
10659,20180629T20-05,63452
10660,20180629T19-05,66073
10661,20180629T18-05,67929
10662,20180629T17-05,68441
10663,20180629T16-05,67752
10664,20180629T15-05,66367
10665,20180629T14-05,64378
10666,20180629T13-05,61526
10667,20180629T12-05,58521
10668,20180629T11-05,55153
10669,20180629T10-05,51543
10670,20180629T09-05,48054
10671,20180629T08-05,45285
10672,20180629T07-05,44004
10673,20180629T06-05,43065
10674,20180629T05-05,42353
10675,20180629T04-05,42776
10676,20180629T03-05,44054
10677,20180629T02-05,45862
10678,20180629T01-05,48518
10679,20180629T00-05,52216
10680,20180628T23-05,56451
10681,20180628T22-05,60304
10682,20180628T21-05,62296
10683,20180628T20-05,64839
10684,20180628T19-05,67087
10685,20180628T18-05,68270
10686,20180628T17-05,68582
10687,20180628T16-05,67991
10688,20180628T15-05,66844
10689,20180628T14-05,64717
10690,20180628T13-05,61913
10691,20180628T12-05,58728
10692,20180628T11-05,55151
10693,20180628T10-05,51424
10694,20180628T09-05,48028
10695,20180628T08-05,45187
10696,20180628T07-05,43787
10697,20180628T06-05,42709
10698,20180628T05-05,41980
10699,20180628T04-05,42445
10700,20180628T03-05,43691
10701,20180628T02-05,45705
10702,20180628T01-05,48629
10703,20180628T00-05,52467
10704,20180627T23-05,56802
10705,20180627T22-05,60837
10706,20180627T21-05,63187
10707,20180627T20-05,66106
10708,20180627T19-05,68297
10709,20180627T18-05,69013
10710,20180627T17-05,69039
10711,20180627T16-05,68514
10712,20180627T15-05,67494
10713,20180627T14-05,65210
10714,20180627T13-05,62070
10715,20180627T12-05,58710
10716,20180627T11-05,55124
10717,20180627T10-05,51394
10718,20180627T09-05,47938
10719,20180627T08-05,45008
10720,20180627T07-05,43497
10721,20180627T06-05,42349
10722,20180627T05-05,41431
10723,20180627T04-05,41748
10724,20180627T03-05,42982
10725,20180627T02-05,44888
10726,20180627T01-05,47551
10727,20180627T00-05,51211
10728,20180626T23-05,55530
10729,20180626T22-05,59469
10730,20180626T21-05,61507
10731,20180626T20-05,64266
10732,20180626T19-05,66426
10733,20180626T18-05,67485
10734,20180626T17-05,67658
10735,20180626T16-05,67175
10736,20180626T15-05,65731
10737,20180626T14-05,63709
10738,20180626T13-05,61016
10739,20180626T12-05,57983
10740,20180626T11-05,54609
10741,20180626T10-05,51025
10742,20180626T09-05,47578
10743,20180626T08-05,44878
10744,20180626T07-05,43488
10745,20180626T06-05,42094
10746,20180626T05-05,41026
10747,20180626T04-05,41194
10748,20180626T03-05,42340
10749,20180626T02-05,44053
10750,20180626T01-05,46485
10751,20180626T00-05,49835
10752,20180625T23-05,53773
10753,20180625T22-05,57258
10754,20180625T21-05,58897
10755,20180625T20-05,61134
10756,20180625T19-05,63247
10757,20180625T18-05,64403
10758,20180625T17-05,64462
10759,20180625T16-05,63456
10760,20180625T15-05,62351
10761,20180625T14-05,61273
10762,20180625T13-05,59059
10763,20180625T12-05,56340
10764,20180625T11-05,53019
10765,20180625T10-05,49521
10766,20180625T09-05,46791
10767,20180625T08-05,44959
10768,20180625T07-05,44153
10769,20180625T06-05,42964
10770,20180625T05-05,41787
10771,20180625T04-05,41896
10772,20180625T03-05,42779
10773,20180625T02-05,44399
10774,20180625T01-05,46751
10775,20180625T00-05,50247
10776,20180624T23-05,54216
10777,20180624T22-05,57541
10778,20180624T21-05,58905
10779,20180624T20-05,61180
10780,20180624T19-05,63301
10781,20180624T18-05,64592
10782,20180624T17-05,64511
10783,20180624T16-05,63714
10784,20180624T15-05,62333
10785,20180624T14-05,60290
10786,20180624T13-05,57610
10787,20180624T12-05,54412
10788,20180624T11-05,50598
10789,20180624T10-05,46776
10790,20180624T09-05,43488
10791,20180624T08-05,40845
10792,20180624T07-05,40391
10793,20180624T06-05,40803
10794,20180624T05-05,41278
10795,20180624T04-05,42196
10796,20180624T03-05,43581
10797,20180624T02-05,45530
10798,20180624T01-05,47848
10799,20180624T00-05,50810
10800,20180623T23-05,53809
10801,20180623T22-05,56867
10802,20180623T21-05,58528
10803,20180623T20-05,60804
10804,20180623T19-05,63145
10805,20180623T18-05,64480
10806,20180623T17-05,64587
10807,20180623T16-05,63807
10808,20180623T15-05,62373
10809,20180623T14-05,60137
10810,20180623T13-05,57300
10811,20180623T12-05,54060
10812,20180623T11-05,50586
10813,20180623T10-05,46946
10814,20180623T09-05,43546
10815,20180623T08-05,40825
10816,20180623T07-05,39968
10817,20180623T06-05,40022
10818,20180623T05-05,40566
10819,20180623T04-05,41878
10820,20180623T03-05,43655
10821,20180623T02-05,46036
10822,20180623T01-05,49019
10823,20180623T00-05,52467
10824,20180622T23-05,56125
10825,20180622T22-05,59568
10826,20180622T21-05,61774
10827,20180622T20-05,64465
10828,20180622T19-05,66693
10829,20180622T18-05,67665
10830,20180622T17-05,67808
10831,20180622T16-05,67317
10832,20180622T15-05,65884
10833,20180622T14-05,63221
10834,20180622T13-05,60014
10835,20180622T12-05,56814
10836,20180622T11-05,53320
10837,20180622T10-05,49866
10838,20180622T09-05,46278
10839,20180622T08-05,43461
10840,20180622T07-05,41939
10841,20180622T06-05,40521
10842,20180622T05-05,39585
10843,20180622T04-05,39811
10844,20180622T03-05,40797
10845,20180622T02-05,42408
10846,20180622T01-05,44862
10847,20180622T00-05,48279
10848,20180621T23-05,52216
10849,20180621T22-05,55889
10850,20180621T21-05,57812
10851,20180621T20-05,59982
10852,20180621T19-05,61913
10853,20180621T18-05,62818
10854,20180621T17-05,62433
10855,20180621T16-05,60944
10856,20180621T15-05,58984
10857,20180621T14-05,56903
10858,20180621T13-05,54774
10859,20180621T12-05,52319
10860,20180621T11-05,49312
10861,20180621T10-05,46195
10862,20180621T09-05,43350
10863,20180621T08-05,41282
10864,20180621T07-05,39804
10865,20180621T06-05,37910
10866,20180621T05-05,36521
10867,20180621T04-05,36527
10868,20180621T03-05,37265
10869,20180621T02-05,38592
10870,20180621T01-05,40668
10871,20180621T00-05,43544
10872,20180620T23-05,47087
10873,20180620T22-05,50097
10874,20180620T21-05,51271
10875,20180620T20-05,52592
10876,20180620T19-05,54002
10877,20180620T18-05,54934
10878,20180620T17-05,55479
10879,20180620T16-05,55312
10880,20180620T15-05,54575
10881,20180620T14-05,53383
10882,20180620T13-05,51514
10883,20180620T12-05,49442
10884,20180620T11-05,47010
10885,20180620T10-05,45051
10886,20180620T09-05,43343
10887,20180620T08-05,42027
10888,20180620T07-05,40670
10889,20180620T06-05,38570
10890,20180620T05-05,36990
10891,20180620T04-05,36794
10892,20180620T03-05,37396
10893,20180620T02-05,38542
10894,20180620T01-05,40427
10895,20180620T00-05,43183
10896,20180619T23-05,46390
10897,20180619T22-05,48749
10898,20180619T21-05,49277
10899,20180619T20-05,49816
10900,20180619T19-05,50902
10901,20180619T18-05,51666
10902,20180619T17-05,51922
10903,20180619T16-05,51903
10904,20180619T15-05,51704
10905,20180619T14-05,51369
10906,20180619T13-05,50343
10907,20180619T12-05,48971
10908,20180619T11-05,47363
10909,20180619T10-05,45155
10910,20180619T09-05,43299
10911,20180619T08-05,41798
10912,20180619T07-05,40644
10913,20180619T06-05,38855
10914,20180619T05-05,37665
10915,20180619T04-05,37726
10916,20180619T03-05,38584
10917,20180619T02-05,39964
10918,20180619T01-05,42098
10919,20180619T00-05,45178
10920,20180618T23-05,48768
10921,20180618T22-05,51930
10922,20180618T21-05,53304
10923,20180618T20-05,55120
10924,20180618T19-05,57163
10925,20180618T18-05,58417
10926,20180618T17-05,58985
10927,20180618T16-05,58599
10928,20180618T15-05,57512
10929,20180618T14-05,55824
10930,20180618T13-05,53793
10931,20180618T12-05,51927
10932,20180618T11-05,49705
10933,20180618T10-05,47166
10934,20180618T09-05,45005
10935,20180618T08-05,43218
10936,20180618T07-05,41975
10937,20180618T06-05,40332
10938,20180618T05-05,39118
10939,20180618T04-05,39147
10940,20180618T03-05,39875
10941,20180618T02-05,41430
10942,20180618T01-05,43706
10943,20180618T00-05,46705
10944,20180617T23-05,50119
10945,20180617T22-05,52738
10946,20180617T21-05,53662
10947,20180617T20-05,55290
10948,20180617T19-05,57057
10949,20180617T18-05,58096
10950,20180617T17-05,58418
10951,20180617T16-05,57505
10952,20180617T15-05,56111
10953,20180617T14-05,54789
10954,20180617T13-05,52765
10955,20180617T12-05,50142
10956,20180617T11-05,47712
10957,20180617T10-05,45070
10958,20180617T09-05,41599
10959,20180617T08-05,38202
10960,20180617T07-05,37101
10961,20180617T06-05,37539
10962,20180617T05-05,37972
10963,20180617T04-05,38998
10964,20180617T03-05,40517
10965,20180617T02-05,42462
10966,20180617T01-05,45104
10967,20180617T00-05,48309
10968,20180616T23-05,51496
10969,20180616T22-05,54391
10970,20180616T21-05,56069
10971,20180616T20-05,58455
10972,20180616T19-05,60664
10973,20180616T18-05,61851
10974,20180616T17-05,62463
10975,20180616T16-05,61930
10976,20180616T15-05,60938
10977,20180616T14-05,59506
10978,20180616T13-05,57290
10979,20180616T12-05,54369
10980,20180616T11-05,51176
10981,20180616T10-05,47836
10982,20180616T09-05,44238
10983,20180616T08-05,40903
10984,20180616T07-05,39624
10985,20180616T06-05,39790
10986,20180616T05-05,40057
10987,20180616T04-05,40944
10988,20180616T03-05,42264
10989,20180616T02-05,44238
10990,20180616T01-05,46733
10991,20180616T00-05,49878
10992,20180615T23-05,53330
10993,20180615T22-05,56445
10994,20180615T21-05,58228
10995,20180615T20-05,60747
10996,20180615T19-05,63287
10997,20180615T18-05,64964
10998,20180615T17-05,65633
10999,20180615T16-05,65217
11000,20180615T15-05,63721
11001,20180615T14-05,61626
11002,20180615T13-05,59129
11003,20180615T12-05,56550
11004,20180615T11-05,53529
11005,20180615T10-05,49811
11006,20180615T09-05,46407
11007,20180615T08-05,43182
11008,20180615T07-05,41545
11009,20180615T06-05,40495
11010,20180615T05-05,39690
11011,20180615T04-05,40040
11012,20180615T03-05,41242
11013,20180615T02-05,43067
11014,20180615T01-05,45574
11015,20180615T00-05,49083
11016,20180614T23-05,53084
11017,20180614T22-05,56611
11018,20180614T21-05,58409
11019,20180614T20-05,60602
11020,20180614T19-05,62437
11021,20180614T18-05,63407
11022,20180614T17-05,63811
11023,20180614T16-05,63691
11024,20180614T15-05,63764
11025,20180614T14-05,62958
11026,20180614T13-05,60510
11027,20180614T12-05,57571
11028,20180614T11-05,54086
11029,20180614T10-05,50273
11030,20180614T09-05,46737
11031,20180614T08-05,43832
11032,20180614T07-05,42192
11033,20180614T06-05,40911
11034,20180614T05-05,40066
11035,20180614T04-05,40427
11036,20180614T03-05,41629
11037,20180614T02-05,43592
11038,20180614T01-05,46364
11039,20180614T00-05,50055
11040,20180613T23-05,54286
11041,20180613T22-05,58376
11042,20180613T21-05,60841
11043,20180613T20-05,63551
11044,20180613T19-05,66073
11045,20180613T18-05,67357
11046,20180613T17-05,67664
11047,20180613T16-05,67063
11048,20180613T15-05,65588
11049,20180613T14-05,63319
11050,20180613T13-05,60380
11051,20180613T12-05,57311
11052,20180613T11-05,53928
11053,20180613T10-05,50244
11054,20180613T09-05,46962
11055,20180613T08-05,44474
11056,20180613T07-05,43178
11057,20180613T06-05,41749
11058,20180613T05-05,40587
11059,20180613T04-05,40831
11060,20180613T03-05,41816
11061,20180613T02-05,43610
11062,20180613T01-05,46255
11063,20180613T00-05,49791
11064,20180612T23-05,54003
11065,20180612T22-05,57961
11066,20180612T21-05,60179
11067,20180612T20-05,62817
11068,20180612T19-05,65272
11069,20180612T18-05,66592
11070,20180612T17-05,67102
11071,20180612T16-05,66615
11072,20180612T15-05,65353
11073,20180612T14-05,63402
11074,20180612T13-05,60661
11075,20180612T12-05,57738
11076,20180612T11-05,54316
11077,20180612T10-05,50942
11078,20180612T09-05,47826
11079,20180612T08-05,45464
11080,20180612T07-05,44093
11081,20180612T06-05,42562
11082,20180612T05-05,41527
11083,20180612T04-05,41834
11084,20180612T03-05,42904
11085,20180612T02-05,44540
11086,20180612T01-05,46987
11087,20180612T00-05,50442
11088,20180611T23-05,54715
11089,20180611T22-05,58620
11090,20180611T21-05,60475
11091,20180611T20-05,62840
11092,20180611T19-05,65210
11093,20180611T18-05,66452
11094,20180611T17-05,66597
11095,20180611T16-05,65637
11096,20180611T15-05,63974
11097,20180611T14-05,62021
11098,20180611T13-05,59443
11099,20180611T12-05,56862
11100,20180611T11-05,53830
11101,20180611T10-05,50743
11102,20180611T09-05,47837
11103,20180611T08-05,45456
11104,20180611T07-05,44021
11105,20180611T06-05,42362
11106,20180611T05-05,41186
11107,20180611T04-05,41032
11108,20180611T03-05,41843
11109,20180611T02-05,43292
11110,20180611T01-05,45581
11111,20180611T00-05,48949
11112,20180610T23-05,52973
11113,20180610T22-05,56349
11114,20180610T21-05,57908
11115,20180610T20-05,59740
11116,20180610T19-05,61879
11117,20180610T18-05,63015
11118,20180610T17-05,62812
11119,20180610T16-05,62031
11120,20180610T15-05,60915
11121,20180610T14-05,58993
11122,20180610T13-05,56360
11123,20180610T12-05,53157
11124,20180610T11-05,49557
11125,20180610T10-05,45899
11126,20180610T09-05,41887
11127,20180610T08-05,38847
11128,20180610T07-05,38007
11129,20180610T06-05,38109
11130,20180610T05-05,38187
11131,20180610T04-05,38843
11132,20180610T03-05,40012
11133,20180610T02-05,41722
11134,20180610T01-05,44078
11135,20180610T00-05,46998
11136,20180609T23-05,50037
11137,20180609T22-05,52678
11138,20180609T21-05,54031
11139,20180609T20-05,56203
11140,20180609T19-05,58343
11141,20180609T18-05,59592
11142,20180609T17-05,60156
11143,20180609T16-05,59960
11144,20180609T15-05,59366
11145,20180609T14-05,58323
11146,20180609T13-05,56769
11147,20180609T12-05,54045
11148,20180609T11-05,50553
11149,20180609T10-05,46654
11150,20180609T09-05,42573
11151,20180609T08-05,39109
11152,20180609T07-05,37855
11153,20180609T06-05,37750
11154,20180609T05-05,37806
11155,20180609T04-05,38521
11156,20180609T03-05,39855
11157,20180609T02-05,41829
11158,20180609T01-05,44738
11159,20180609T00-05,48118
11160,20180608T23-05,51819
11161,20180608T22-05,55195
11162,20180608T21-05,57373
11163,20180608T20-05,60021
11164,20180608T19-05,62627
11165,20180608T18-05,64546
11166,20180608T17-05,65156
11167,20180608T16-05,64565
11168,20180608T15-05,63191
11169,20180608T14-05,61180
11170,20180608T13-05,58371
11171,20180608T12-05,55122
11172,20180608T11-05,51413
11173,20180608T10-05,47372
11174,20180608T09-05,44064
11175,20180608T08-05,41300
11176,20180608T07-05,39843
11177,20180608T06-05,38558
