,datetime,usage
14835,20180106T19-06,37725
14836,20180106T18-06,35746
14837,20180106T17-06,34252
14838,20180106T16-06,34103
14839,20180106T15-06,34554
14840,20180106T14-06,35639
14841,20180106T13-06,37135
14842,20180106T12-06,38974
14843,20180106T11-06,40976
14844,20180106T10-06,42543
14845,20180106T09-06,43490
14846,20180106T08-06,43155
14847,20180106T07-06,41682
14848,20180106T06-06,39991
14849,20180106T05-06,38634
14850,20180106T04-06,37865
14851,20180106T03-06,37431
14852,20180106T02-06,37441
14853,20180106T01-06,37868
14854,20180106T00-06,38918
14855,20180105T23-06,40201
14856,20180105T22-06,41174
14857,20180105T21-06,41356
14858,20180105T20-06,41142
14859,20180105T19-06,40715
14860,20180105T18-06,38239
14861,20180105T17-06,36655
14862,20180105T16-06,36696
14863,20180105T15-06,37573
14864,20180105T14-06,38831
14865,20180105T13-06,40418
14866,20180105T12-06,42534
14867,20180105T11-06,44660
14868,20180105T10-06,46545
14869,20180105T09-06,48214
14870,20180105T08-06,49047
14871,20180105T07-06,47585
14872,20180105T06-06,44266
14873,20180105T05-06,41784
14874,20180105T04-06,40585
14875,20180105T03-06,40088
14876,20180105T02-06,40111
14877,20180105T01-06,40557
14878,20180105T00-06,41799
14879,20180104T23-06,43643
14880,20180104T22-06,45635
14881,20180104T21-06,46689
14882,20180104T20-06,46700
14883,20180104T19-06,46225
14884,20180104T18-06,43616
14885,20180104T17-06,41116
14886,20180104T16-06,40356
14887,20180104T15-06,40781
14888,20180104T14-06,42151
14889,20180104T13-06,43909
14890,20180104T12-06,46349
14891,20180104T11-06,49120
14892,20180104T10-06,52328
14893,20180104T09-06,55492
14894,20180104T08-06,57185
14895,20180104T07-06,55940
14896,20180104T06-06,52332
14897,20180104T05-06,49668
14898,20180104T04-06,48231
14899,20180104T03-06,47495
14900,20180104T02-06,47240
14901,20180104T01-06,47346
14902,20180104T00-06,48113
14903,20180103T23-06,49520
14904,20180103T22-06,51111
14905,20180103T21-06,51408
14906,20180103T20-06,50718
14907,20180103T19-06,49551
14908,20180103T18-06,45711
14909,20180103T17-06,43128
14910,20180103T16-06,43192
14911,20180103T15-06,44549
14912,20180103T14-06,46748
14913,20180103T13-06,49240
14914,20180103T12-06,52336
14915,20180103T11-06,55553
14916,20180103T10-06,58605
14917,20180103T09-06,61347
14918,20180103T08-06,62879
14919,20180103T07-06,61821
14920,20180103T06-06,58470
14921,20180103T05-06,55923
14922,20180103T04-06,54638
14923,20180103T03-06,53910
14924,20180103T02-06,53717
14925,20180103T01-06,53958
14926,20180103T00-06,55027
14927,20180102T23-06,57020
14928,20180102T22-06,59575
14929,20180102T21-06,61153
14930,20180102T20-06,61807
14931,20180102T19-06,61957
14932,20180102T18-06,60163
14933,20180102T17-06,57875
14934,20180102T16-06,57026
14935,20180102T15-06,56965
14936,20180102T14-06,57334
14937,20180102T13-06,57931
14938,20180102T12-06,58725
14939,20180102T11-06,59160
14940,20180102T10-06,58968
14941,20180102T09-06,58350
14942,20180102T08-06,57810
14943,20180102T07-06,56170
14944,20180102T06-06,53353
14945,20180102T05-06,51235
14946,20180102T04-06,50385
14947,20180102T03-06,50239
14948,20180102T02-06,50518
14949,20180102T01-06,51219
14950,20180102T00-06,52594
14951,20180101T23-06,54452
14952,20180101T22-06,56380
14953,20180101T21-06,57274
14954,20180101T20-06,57318
14955,20180101T19-06,57027
14956,20180101T18-06,54199
14957,20180101T17-06,51339
14958,20180101T16-06,50785
14959,20180101T15-06,51450
14960,20180101T14-06,52642
14961,20180101T13-06,54104
14962,20180101T12-06,55272
14963,20180101T11-06,55952
14964,20180101T10-06,56087
14965,20180101T09-06,55567
14966,20180101T08-06,55106
14967,20180101T07-06,54315
14968,20180101T06-06,52953
14969,20180101T05-06,51727
14970,20180101T04-06,51021
14971,20180101T03-06,50737
14972,20180101T02-06,50650
14973,20180101T01-06,50587
14974,20180101T00-06,50863
14975,20171231T23-06,51437
14976,20171231T22-06,52403
14977,20171231T21-06,53207
14978,20171231T20-06,54009
14979,20171231T19-06,54476
14980,20171231T18-06,52917
14981,20171231T17-06,50637
14982,20171231T16-06,49764
14983,20171231T15-06,49294
14984,20171231T14-06,49020
14985,20171231T13-06,48563
14986,20171231T12-06,47729
14987,20171231T11-06,46748
14988,20171231T10-06,45490
14989,20171231T09-06,43647
14990,20171231T08-06,41732
14991,20171231T07-06,40115
14992,20171231T06-06,38611
14993,20171231T05-06,37643
14994,20171231T04-06,37108
14995,20171231T03-06,37092
14996,20171231T02-06,37597
14997,20171231T01-06,38510
14998,20171231T00-06,39806
14999,20171230T23-06,41329
15000,20171230T22-06,42592
15001,20171230T21-06,43162
15002,20171230T20-06,43267
15003,20171230T19-06,43226
15004,20171230T18-06,41589
15005,20171230T17-06,39587
15006,20171230T16-06,39034
15007,20171230T15-06,38842
15008,20171230T14-06,38887
15009,20171230T13-06,39282
15010,20171230T12-06,39714
15011,20171230T11-06,39833
15012,20171230T10-06,39268
15013,20171230T09-06,38271
15014,20171230T08-06,37096
15015,20171230T07-06,35982
15016,20171230T06-06,34836
15017,20171230T05-06,34203
15018,20171230T04-06,34050
15019,20171230T03-06,34378
15020,20171230T02-06,35031
15021,20171230T01-06,36223
15022,20171230T00-06,37951
15023,20171229T23-06,40087
15024,20171229T22-06,41908
15025,20171229T21-06,43077
15026,20171229T20-06,43770
15027,20171229T19-06,44357
15028,20171229T18-06,43128
15029,20171229T17-06,41506
15030,20171229T16-06,41429
15031,20171229T15-06,41926
15032,20171229T14-06,42816
15033,20171229T13-06,43851
15034,20171229T12-06,44959
15035,20171229T11-06,45795
15036,20171229T10-06,45958
15037,20171229T09-06,45483
15038,20171229T08-06,44788
15039,20171229T07-06,43353
15040,20171229T06-06,41136
15041,20171229T05-06,39379
15042,20171229T04-06,38532
15043,20171229T03-06,38419
15044,20171229T02-06,38912
15045,20171229T01-06,39867
15046,20171229T00-06,41412
15047,20171228T23-06,43663
15048,20171228T22-06,45907
15049,20171228T21-06,47146
15050,20171228T20-06,47765
15051,20171228T19-06,48083
15052,20171228T18-06,46657
15053,20171228T17-06,44745
15054,20171228T16-06,44354
15055,20171228T15-06,44700
15056,20171228T14-06,45606
15057,20171228T13-06,46735
15058,20171228T12-06,47958
15059,20171228T11-06,48582
15060,20171228T10-06,48504
15061,20171228T09-06,47872
15062,20171228T08-06,47254
15063,20171228T07-06,45769
15064,20171228T06-06,43427
15065,20171228T05-06,41644
15066,20171228T04-06,40848
15067,20171228T03-06,40879
15068,20171228T02-06,41424
15069,20171228T01-06,42524
15070,20171228T00-06,44290
15071,20171227T23-06,46659
15072,20171227T22-06,48975
15073,20171227T21-06,50553
15074,20171227T20-06,51303
15075,20171227T19-06,51901
15076,20171227T18-06,50898
15077,20171227T17-06,49154
15078,20171227T16-06,48564
15079,20171227T15-06,48508
15080,20171227T14-06,48712
15081,20171227T13-06,49012
15082,20171227T12-06,49416
15083,20171227T11-06,49378
15084,20171227T10-06,48702
15085,20171227T09-06,47542
15086,20171227T08-06,46372
15087,20171227T07-06,44402
15088,20171227T06-06,41616
15089,20171227T05-06,39214
15090,20171227T04-06,37899
15091,20171227T03-06,37441
15092,20171227T02-06,37516
15093,20171227T01-06,38155
15094,20171227T00-06,39604
15095,20171226T23-06,41590
15096,20171226T22-06,43566
15097,20171226T21-06,44826
15098,20171226T20-06,45490
15099,20171226T19-06,45850
15100,20171226T18-06,44779
15101,20171226T17-06,42873
15102,20171226T16-06,42306
15103,20171226T15-06,42211
15104,20171226T14-06,42414
15105,20171226T13-06,42523
15106,20171226T12-06,42621
15107,20171226T11-06,42283
15108,20171226T10-06,41376
15109,20171226T09-06,39979
15110,20171226T08-06,38710
15111,20171226T07-06,37144
15112,20171226T06-06,35127
15113,20171226T05-06,33653
15114,20171226T04-06,32980
15115,20171226T03-06,32942
15116,20171226T02-06,33390
15117,20171226T01-06,34358
15118,20171226T00-06,35867
15119,20171225T23-06,37595
15120,20171225T22-06,38997
15121,20171225T21-06,39618
15122,20171225T20-06,39694
15123,20171225T19-06,39605
15124,20171225T18-06,37799
15125,20171225T17-06,35687
15126,20171225T16-06,35392
15127,20171225T15-06,36057
15128,20171225T14-06,37738
15129,20171225T13-06,39473
15130,20171225T12-06,41300
15131,20171225T11-06,42733
15132,20171225T10-06,43474
15133,20171225T09-06,43554
15134,20171225T08-06,43128
15135,20171225T07-06,42027
15136,20171225T06-06,40531
15137,20171225T05-06,39275
15138,20171225T04-06,38558
15139,20171225T03-06,38278
15140,20171225T02-06,38146
15141,20171225T01-06,38229
15142,20171225T00-06,38782
15143,20171224T23-06,39515
15144,20171224T22-06,39913
15145,20171224T21-06,39900
15146,20171224T20-06,39753
15147,20171224T19-06,39742
15148,20171224T18-06,37848
15149,20171224T17-06,36178
15150,20171224T16-06,36148
15151,20171224T15-06,36449
15152,20171224T14-06,37181
15153,20171224T13-06,38107
15154,20171224T12-06,38766
15155,20171224T11-06,39563
15156,20171224T10-06,40448
15157,20171224T09-06,40292
15158,20171224T08-06,39249
15159,20171224T07-06,37900
15160,20171224T06-06,36502
15161,20171224T05-06,35757
15162,20171224T04-06,35431
15163,20171224T03-06,35423
15164,20171224T02-06,35815
15165,20171224T01-06,36644
15166,20171224T00-06,37976
15167,20171223T23-06,39262
15168,20171223T22-06,40086
15169,20171223T21-06,40163
15170,20171223T20-06,39850
15171,20171223T19-06,39401
15172,20171223T18-06,36917
15173,20171223T17-06,34609
15174,20171223T16-06,34297
15175,20171223T15-06,34711
15176,20171223T14-06,35766
15177,20171223T13-06,37386
15178,20171223T12-06,39281
15179,20171223T11-06,41102
15180,20171223T10-06,42190
15181,20171223T09-06,42312
15182,20171223T08-06,41171
15183,20171223T07-06,39455
15184,20171223T06-06,37671
15185,20171223T05-06,36487
15186,20171223T04-06,36104
15187,20171223T03-06,36100
15188,20171223T02-06,36532
15189,20171223T01-06,37426
15190,20171223T00-06,38787
15191,20171222T23-06,40587
15192,20171222T22-06,42493
15193,20171222T21-06,43935
15194,20171222T20-06,44922
15195,20171222T19-06,45529
15196,20171222T18-06,44724
15197,20171222T17-06,43153
15198,20171222T16-06,42875
15199,20171222T15-06,42924
15200,20171222T14-06,42846
15201,20171222T13-06,42496
15202,20171222T12-06,42171
15203,20171222T11-06,41294
15204,20171222T10-06,39919
15205,20171222T09-06,38127
15206,20171222T08-06,36681
15207,20171222T07-06,34776
15208,20171222T06-06,32106
15209,20171222T05-06,30550
15210,20171222T04-06,29979
15211,20171222T03-06,30167
15212,20171222T02-06,30952
15213,20171222T01-06,32240
15214,20171222T00-06,34304
15215,20171221T23-06,36679
15216,20171221T22-06,38521
15217,20171221T21-06,39426
15218,20171221T20-06,39909
15219,20171221T19-06,40309
15220,20171221T18-06,39078
15221,20171221T17-06,37796
15222,20171221T16-06,37682
15223,20171221T15-06,37630
15224,20171221T14-06,37440
15225,20171221T13-06,37176
15226,20171221T12-06,37186
15227,20171221T11-06,37359
15228,20171221T10-06,37887
15229,20171221T09-06,38367
15230,20171221T08-06,38709
15231,20171221T07-06,37173
15232,20171221T06-06,33746
15233,20171221T05-06,31528
15234,20171221T04-06,30612
15235,20171221T03-06,30485
15236,20171221T02-06,30931
15237,20171221T01-06,31991
15238,20171221T00-06,33837
15239,20171220T23-06,36176
15240,20171220T22-06,38156
15241,20171220T21-06,39207
15242,20171220T20-06,39753
15243,20171220T19-06,40211
15244,20171220T18-06,38713
15245,20171220T17-06,37940
15246,20171220T16-06,38031
15247,20171220T15-06,37942
15248,20171220T14-06,37832
15249,20171220T13-06,37613
15250,20171220T12-06,37581
15251,20171220T11-06,37630
15252,20171220T10-06,37578
15253,20171220T09-06,37433
15254,20171220T08-06,37426
15255,20171220T07-06,35995
15256,20171220T06-06,32612
15257,20171220T05-06,30530
15258,20171220T04-06,29861
15259,20171220T03-06,30085
15260,20171220T02-06,30779
15261,20171220T01-06,32005
15262,20171220T00-06,34124
15263,20171219T23-06,36782
15264,20171219T22-06,38908
15265,20171219T21-06,40124
15266,20171219T20-06,40717
15267,20171219T19-06,41263
15268,20171219T18-06,40114
15269,20171219T17-06,38923
15270,20171219T16-06,38876
15271,20171219T15-06,39045
15272,20171219T14-06,39086
15273,20171219T13-06,39061
15274,20171219T12-06,38975
15275,20171219T11-06,38665
15276,20171219T10-06,38008
15277,20171219T09-06,37476
15278,20171219T08-06,37311
15279,20171219T07-06,35842
15280,20171219T06-06,32501
15281,20171219T05-06,30518
15282,20171219T04-06,29924
15283,20171219T03-06,30006
15284,20171219T02-06,30579
15285,20171219T01-06,31662
15286,20171219T00-06,33686
15287,20171218T23-06,36542
15288,20171218T22-06,39014
15289,20171218T21-06,40704
15290,20171218T20-06,41510
15291,20171218T19-06,41895
15292,20171218T18-06,40749
15293,20171218T17-06,38824
15294,20171218T16-06,38207
15295,20171218T15-06,38424
15296,20171218T14-06,38862
15297,20171218T13-06,39231
15298,20171218T12-06,39770
15299,20171218T11-06,40098
15300,20171218T10-06,40145
15301,20171218T09-06,39868
15302,20171218T08-06,39919
15303,20171218T07-06,38414
15304,20171218T06-06,34826
15305,20171218T05-06,32416
15306,20171218T04-06,31569
15307,20171218T03-06,31487
15308,20171218T02-06,31856
15309,20171218T01-06,32800
15310,20171218T00-06,34614
15311,20171217T23-06,36948
15312,20171217T22-06,39107
15313,20171217T21-06,40193
15314,20171217T20-06,40623
15315,20171217T19-06,40438
15316,20171217T18-06,38492
15317,20171217T17-06,36247
15318,20171217T16-06,35835
15319,20171217T15-06,36142
15320,20171217T14-06,36905
15321,20171217T13-06,37833
15322,20171217T12-06,38674
15323,20171217T11-06,39350
15324,20171217T10-06,39330
15325,20171217T09-06,38563
15326,20171217T08-06,37375
15327,20171217T07-06,36154
15328,20171217T06-06,35035
15329,20171217T05-06,34397
15330,20171217T04-06,34361
15331,20171217T03-06,34587
15332,20171217T02-06,35233
15333,20171217T01-06,36240
15334,20171217T00-06,37992
15335,20171216T23-06,39824
15336,20171216T22-06,41378
15337,20171216T21-06,42230
15338,20171216T20-06,42745
15339,20171216T19-06,42992
15340,20171216T18-06,42253
15341,20171216T17-06,40355
15342,20171216T16-06,39403
15343,20171216T15-06,39047
15344,20171216T14-06,39121
15345,20171216T13-06,39581
15346,20171216T12-06,40239
15347,20171216T11-06,41145
15348,20171216T10-06,41916
15349,20171216T09-06,42060
15350,20171216T08-06,41091
15351,20171216T07-06,39674
15352,20171216T06-06,38091
15353,20171216T05-06,37162
15354,20171216T04-06,36883
15355,20171216T03-06,37079
15356,20171216T02-06,37528
15357,20171216T01-06,38234
15358,20171216T00-06,39596
15359,20171215T23-06,41137
15360,20171215T22-06,42376
15361,20171215T21-06,42699
15362,20171215T20-06,42762
15363,20171215T19-06,42586
15364,20171215T18-06,40566
15365,20171215T17-06,38067
15366,20171215T16-06,37586
15367,20171215T15-06,38043
15368,20171215T14-06,38892
15369,20171215T13-06,39810
15370,20171215T12-06,41040
15371,20171215T11-06,42349
15372,20171215T10-06,43239
15373,20171215T09-06,43900
15374,20171215T08-06,44508
15375,20171215T07-06,42936
15376,20171215T06-06,38685
15377,20171215T05-06,35747
15378,20171215T04-06,34382
15379,20171215T03-06,33921
15380,20171215T02-06,33922
15381,20171215T01-06,34467
15382,20171215T00-06,35840
15383,20171214T23-06,38067
15384,20171214T22-06,40274
15385,20171214T21-06,41381
15386,20171214T20-06,41432
15387,20171214T19-06,41215
15388,20171214T18-06,39346
15389,20171214T17-06,37118
15390,20171214T16-06,36617
15391,20171214T15-06,36788
15392,20171214T14-06,37297
15393,20171214T13-06,37972
15394,20171214T12-06,39034
15395,20171214T11-06,40199
15396,20171214T10-06,41261
15397,20171214T09-06,42219
15398,20171214T08-06,43198
15399,20171214T07-06,42110
15400,20171214T06-06,38023
15401,20171214T05-06,35109
15402,20171214T04-06,33851
15403,20171214T03-06,33450
15404,20171214T02-06,33499
15405,20171214T01-06,34041
15406,20171214T00-06,35530
15407,20171213T23-06,37887
15408,20171213T22-06,40258
15409,20171213T21-06,41440
15410,20171213T20-06,41633
15411,20171213T19-06,41539
15412,20171213T18-06,39385
15413,20171213T17-06,37082
15414,20171213T16-06,36647
15415,20171213T15-06,37025
15416,20171213T14-06,37702
15417,20171213T13-06,38647
15418,20171213T12-06,40237
15419,20171213T11-06,42186
15420,20171213T10-06,44083
15421,20171213T09-06,46023
15422,20171213T08-06,47679
15423,20171213T07-06,46682
15424,20171213T06-06,42122
15425,20171213T05-06,38880
15426,20171213T04-06,37449
15427,20171213T03-06,36812
15428,20171213T02-06,36682
15429,20171213T01-06,36926
15430,20171213T00-06,38099
15431,20171212T23-06,40061
15432,20171212T22-06,41985
15433,20171212T21-06,42633
15434,20171212T20-06,42315
15435,20171212T19-06,41670
15436,20171212T18-06,39010
15437,20171212T17-06,36584
15438,20171212T16-06,36133
15439,20171212T15-06,36353
15440,20171212T14-06,36897
15441,20171212T13-06,37530
15442,20171212T12-06,38419
15443,20171212T11-06,39387
15444,20171212T10-06,40219
15445,20171212T09-06,41036
15446,20171212T08-06,42081
15447,20171212T07-06,40824
15448,20171212T06-06,36376
15449,20171212T05-06,33484
15450,20171212T04-06,32279
15451,20171212T03-06,31873
15452,20171212T02-06,31980
15453,20171212T01-06,32519
15454,20171212T00-06,33879
15455,20171211T23-06,36126
15456,20171211T22-06,38353
15457,20171211T21-06,39511
15458,20171211T20-06,39805
15459,20171211T19-06,39796
15460,20171211T18-06,37854
15461,20171211T17-06,36040
15462,20171211T16-06,35979
15463,20171211T15-06,36234
15464,20171211T14-06,36565
15465,20171211T13-06,37047
15466,20171211T12-06,38103
15467,20171211T11-06,39674
15468,20171211T10-06,41624
15469,20171211T09-06,43777
15470,20171211T08-06,45583
15471,20171211T07-06,44514
15472,20171211T06-06,39869
15473,20171211T05-06,36611
15474,20171211T04-06,35008
15475,20171211T03-06,34275
15476,20171211T02-06,34035
15477,20171211T01-06,34288
15478,20171211T00-06,35313
15479,20171210T23-06,37087
15480,20171210T22-06,38714
15481,20171210T21-06,39381
15482,20171210T20-06,39356
15483,20171210T19-06,38683
15484,20171210T18-06,36108
15485,20171210T17-06,33805
15486,20171210T16-06,33502
15487,20171210T15-06,33658
15488,20171210T14-06,34372
15489,20171210T13-06,35392
15490,20171210T12-06,36889
15491,20171210T11-06,38854
15492,20171210T10-06,41162
15493,20171210T09-06,42760
15494,20171210T08-06,42796
15495,20171210T07-06,41505
15496,20171210T06-06,39755
15497,20171210T05-06,38499
15498,20171210T04-06,37718
15499,20171210T03-06,37258
15500,20171210T02-06,37276
15501,20171210T01-06,37599
15502,20171210T00-06,38436
15503,20171209T23-06,39419
15504,20171209T22-06,40043
15505,20171209T21-06,39996
15506,20171209T20-06,39595
15507,20171209T19-06,39034
15508,20171209T18-06,36829
15509,20171209T17-06,34799
15510,20171209T16-06,34626
15511,20171209T15-06,35273
15512,20171209T14-06,36494
15513,20171209T13-06,38045
15514,20171209T12-06,40077
15515,20171209T11-06,42426
15516,20171209T10-06,44701
15517,20171209T09-06,46598
15518,20171209T08-06,47100
15519,20171209T07-06,45953
15520,20171209T06-06,44260
15521,20171209T05-06,43112
15522,20171209T04-06,42513
15523,20171209T03-06,42364
15524,20171209T02-06,42567
15525,20171209T01-06,43262
15526,20171209T00-06,44588
15527,20171208T23-06,46212
15528,20171208T22-06,47551
15529,20171208T21-06,47990
15530,20171208T20-06,47790
15531,20171208T19-06,47334
15532,20171208T18-06,44687
15533,20171208T17-06,41948
15534,20171208T16-06,41695
15535,20171208T15-06,42683
15536,20171208T14-06,44142
15537,20171208T13-06,45670
15538,20171208T12-06,47599
15539,20171208T11-06,49403
15540,20171208T10-06,51459
15541,20171208T09-06,53354
15542,20171208T08-06,54420
15543,20171208T07-06,53002
15544,20171208T06-06,48986
15545,20171208T05-06,46022
15546,20171208T04-06,44656
15547,20171208T03-06,44164
15548,20171208T02-06,44273
15549,20171208T01-06,44904
15550,20171208T00-06,46272
15551,20171207T23-06,48570
15552,20171207T22-06,50785
15553,20171207T21-06,52323
15554,20171207T20-06,52726
15555,20171207T19-06,52411
15556,20171207T18-06,50727
15557,20171207T17-06,47946
15558,20171207T16-06,46484
15559,20171207T15-06,46193
15560,20171207T14-06,46426
15561,20171207T13-06,46559
15562,20171207T12-06,46555
15563,20171207T11-06,46397
15564,20171207T10-06,45998
15565,20171207T09-06,45444
15566,20171207T08-06,45331
15567,20171207T07-06,43770
15568,20171207T06-06,39616
15569,20171207T05-06,36780
15570,20171207T04-06,35740
15571,20171207T03-06,35589
15572,20171207T02-06,35895
15573,20171207T01-06,36697
15574,20171207T00-06,38355
15575,20171206T23-06,41043
15576,20171206T22-06,43960
15577,20171206T21-06,45634
15578,20171206T20-06,46261
15579,20171206T19-06,46460
15580,20171206T18-06,45121
15581,20171206T17-06,42674
15582,20171206T16-06,41642
15583,20171206T15-06,41522
15584,20171206T14-06,41702
15585,20171206T13-06,41897
15586,20171206T12-06,42203
15587,20171206T11-06,42113
15588,20171206T10-06,41908
15589,20171206T09-06,41409
15590,20171206T08-06,41349
15591,20171206T07-06,39827
15592,20171206T06-06,35807
15593,20171206T05-06,33156
15594,20171206T04-06,32137
15595,20171206T03-06,31936
15596,20171206T02-06,32320
15597,20171206T01-06,33096
15598,20171206T00-06,34824
15599,20171205T23-06,37445
15600,20171205T22-06,40023
15601,20171205T21-06,41505
15602,20171205T20-06,42035
15603,20171205T19-06,42262
15604,20171205T18-06,40769
15605,20171205T17-06,38222
15606,20171205T16-06,37581
15607,20171205T15-06,38020
15608,20171205T14-06,38446
15609,20171205T13-06,38552
15610,20171205T12-06,38866
15611,20171205T11-06,38940
15612,20171205T10-06,38496
15613,20171205T09-06,37549
15614,20171205T08-06,37310
15615,20171205T07-06,35941
15616,20171205T06-06,32300
15617,20171205T05-06,30233
15618,20171205T04-06,29648
15619,20171205T03-06,29893
15620,20171205T02-06,30632
15621,20171205T01-06,31991
15622,20171205T00-06,34270
15623,20171204T23-06,37497
15624,20171204T22-06,40741
15625,20171204T21-06,42462
15626,20171204T20-06,43557
15627,20171204T19-06,44285
15628,20171204T18-06,43191
15629,20171204T17-06,42362
15630,20171204T16-06,42589
15631,20171204T15-06,42630
15632,20171204T14-06,42207
15633,20171204T13-06,41329
15634,20171204T12-06,40525
15635,20171204T11-06,39502
15636,20171204T10-06,38209
15637,20171204T09-06,36958
15638,20171204T08-06,36327
15639,20171204T07-06,35008
15640,20171204T06-06,31473
15641,20171204T05-06,29254
15642,20171204T04-06,28546
15643,20171204T03-06,28653
15644,20171204T02-06,29219
15645,20171204T01-06,30337
15646,20171204T00-06,32385
15647,20171203T23-06,35085
15648,20171203T22-06,37524
15649,20171203T21-06,38886
15650,20171203T20-06,39719
15651,20171203T19-06,40077
15652,20171203T18-06,38678
15653,20171203T17-06,37288
15654,20171203T16-06,36805
15655,20171203T15-06,36599
15656,20171203T14-06,36318
15657,20171203T13-06,35754
15658,20171203T12-06,34874
15659,20171203T11-06,33897
15660,20171203T10-06,32831
15661,20171203T09-06,31344
15662,20171203T08-06,29785
15663,20171203T07-06,28892
15664,20171203T06-06,28045
15665,20171203T05-06,27699
15666,20171203T04-06,27738
15667,20171203T03-06,28176
15668,20171203T02-06,28926
15669,20171203T01-06,30123
15670,20171203T00-06,31897
15671,20171202T23-06,33813
15672,20171202T22-06,35487
15673,20171202T21-06,36484
15674,20171202T20-06,37439
15675,20171202T19-06,38276
15676,20171202T18-06,37695
15677,20171202T17-06,36811
15678,20171202T16-06,36958
15679,20171202T15-06,36833
15680,20171202T14-06,36356
15681,20171202T13-06,35750
15682,20171202T12-06,35270
15683,20171202T11-06,34632
15684,20171202T10-06,34006
15685,20171202T09-06,32947
15686,20171202T08-06,31472
15687,20171202T07-06,30231
15688,20171202T06-06,28805
15689,20171202T05-06,27942
15690,20171202T04-06,27794
15691,20171202T03-06,28104
15692,20171202T02-06,28766
15693,20171202T01-06,29938
15694,20171202T00-06,31711
15695,20171201T23-06,33745
15696,20171201T22-06,35467
15697,20171201T21-06,36547
15698,20171201T20-06,37381
15699,20171201T19-06,38311
15700,20171201T18-06,37802
15701,20171201T17-06,37140
15702,20171201T16-06,37353
15703,20171201T15-06,37372
15704,20171201T14-06,37156
15705,20171201T13-06,36686
15706,20171201T12-06,36617
15707,20171201T11-06,36494
15708,20171201T10-06,36343
15709,20171201T09-06,36351
15710,20171201T08-06,36479
15711,20171201T07-06,35502
15712,20171201T06-06,31811
15713,20171201T05-06,29683
15714,20171201T04-06,28867
15715,20171201T03-06,28924
15716,20171201T02-06,29408
15717,20171201T01-06,30295
15718,20171201T00-06,32139
15719,20171130T23-06,34538
15720,20171130T22-06,37002
15721,20171130T21-06,38244
15722,20171130T20-06,38971
15723,20171130T19-06,39467
15724,20171130T18-06,38284
15725,20171130T17-06,37449
15726,20171130T16-06,37380
15727,20171130T15-06,37377
15728,20171130T14-06,37134
15729,20171130T13-06,36769
15730,20171130T12-06,36768
15731,20171130T11-06,36883
15732,20171130T10-06,37130
15733,20171130T09-06,37580
15734,20171130T08-06,38043
15735,20171130T07-06,36937
15736,20171130T06-06,32913
15737,20171130T05-06,30458
15738,20171130T04-06,29521
15739,20171130T03-06,29453
15740,20171130T02-06,29783
15741,20171130T01-06,30574
15742,20171130T00-06,32276
15743,20171129T23-06,34826
15744,20171129T22-06,37321
15745,20171129T21-06,38786
15746,20171129T20-06,39487
15747,20171129T19-06,39934
15748,20171129T18-06,38604
15749,20171129T17-06,37641
15750,20171129T16-06,37794
15751,20171129T15-06,37664
15752,20171129T14-06,37345
15753,20171129T13-06,36975
15754,20171129T12-06,36888
15755,20171129T11-06,36671
15756,20171129T10-06,36268
15757,20171129T09-06,35844
15758,20171129T08-06,35738
15759,20171129T07-06,34651
15760,20171129T06-06,30949
15761,20171129T05-06,28944
15762,20171129T04-06,28366
15763,20171129T03-06,28498
15764,20171129T02-06,29157
15765,20171129T01-06,30277
15766,20171129T00-06,32255
15767,20171128T23-06,34981
15768,20171128T22-06,37656
15769,20171128T21-06,39494
15770,20171128T20-06,40471
15771,20171128T19-06,41052
15772,20171128T18-06,39848
15773,20171128T17-06,39190
15774,20171128T16-06,39188
15775,20171128T15-06,39104
15776,20171128T14-06,38593
15777,20171128T13-06,38046
15778,20171128T12-06,37549
15779,20171128T11-06,36979
15780,20171128T10-06,36493
15781,20171128T09-06,36086
15782,20171128T08-06,35934
15783,20171128T07-06,34856
15784,20171128T06-06,31216
15785,20171128T05-06,29090
15786,20171128T04-06,28398
15787,20171128T03-06,28398
15788,20171128T02-06,28844
15789,20171128T01-06,29779
15790,20171128T00-06,31704
15791,20171127T23-06,34295
15792,20171127T22-06,36996
15793,20171127T21-06,38714
15794,20171127T20-06,39729
15795,20171127T19-06,40310
15796,20171127T18-06,39179
15797,20171127T17-06,38561
15798,20171127T16-06,38642
15799,20171127T15-06,38540
15800,20171127T14-06,38137
15801,20171127T13-06,37481
15802,20171127T12-06,37104
15803,20171127T11-06,36788
15804,20171127T10-06,36412
15805,20171127T09-06,36220
15806,20171127T08-06,36230
15807,20171127T07-06,35026
15808,20171127T06-06,31258
15809,20171127T05-06,28902
15810,20171127T04-06,28022
15811,20171127T03-06,27933
15812,20171127T02-06,28260
15813,20171127T01-06,29096
15814,20171127T00-06,30690
15815,20171126T23-06,32998
15816,20171126T22-06,35122
15817,20171126T21-06,36619
15818,20171126T20-06,37570
15819,20171126T19-06,37952
15820,20171126T18-06,36174
15821,20171126T17-06,35158
15822,20171126T16-06,35124
15823,20171126T15-06,35106
15824,20171126T14-06,34773
15825,20171126T13-06,34230
15826,20171126T12-06,33643
15827,20171126T11-06,33023
15828,20171126T10-06,32385
15829,20171126T09-06,31325
15830,20171126T08-06,29991
15831,20171126T07-06,29086
15832,20171126T06-06,28033
15833,20171126T05-06,27476
